,objectid,sheet_code,cd_no,sheet_name,sheet_namt,edition,year,map250k,hotmap50k,hotmap250k,sheet_id,sheet_no,shape_length,shape_area,extent,geometry,zone,url
502,503,5638-IV,11,Changwat Buri Rum,จังหวัดบุรีรัมย์,3-RTSD,2527,ND48-5,5638iv.img,ND48-5.img,504,56384,109341.116001557,747072295.453326,"102.99639556783777,14.751624172714875,103.24636935882143,15.00160914649388",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A56384&bbox=102.99639556783777,14.751624172714875,103.24636935882143,15.00160914649388"
503,504,5638-I,11,Changwat Surin,จังหวัดสุรินทร์,3-RTSD,2527,ND48-5,5638i.img,ND48-5.img,505,56381,109374.431480754,747527619.089114,"103.24636517500629,14.751628081364386,103.49633907179977,15.001613152780772",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A56381&bbox=103.24636517500629,14.751628081364386,103.49633907179977,15.001613152780772"
504,505,5738-IV,11,Sathani Muang Thi,สถานีเมืองที,3-RTSD,2527,ND48-6,5738iv.img,ND48-6.img,506,57384,109409.724263718,748010117.910108,"103.49633485369895,14.751632021975691,103.74630885660338,15.001617191720559",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A57384&bbox=103.49633485369895,14.751632021975691,103.74630885660338,15.001617191720559"
505,506,5738-I,11,Amphoe Si Khoraphum,อําเภอศรีขรภูมิ,3-RTSD,2527,ND48-6,5738i.img,ND48-6.img,507,57381,109446.997186875,748519856.922833,"103.74630460419482,14.751635994960552,103.99627871423068,15.001621263153302",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A57381&bbox=103.74630460419482,14.751635994960552,103.99627871423068,15.001621263153302"
506,507,5838-IV,12,Amphoe Prang Ku,อําเภอปรางกู,3-RTSD,2527,ND48-6,5838iv.img,ND48-6.img,508,58384,109486.253616709,749056909.808609,"103.99627442788648,14.75164000123953,104.24624864630948,15.001625367935931",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A58384&bbox=103.99627442788648,14.75164000123953,104.24624864630948,15.001625367935931"
507,508,5838-I,12,King Amphoe Si Rattana,กิ่งอําเภอศรีรัตนะ,3-RTSD,2528,ND48-6,5838i.img,ND48-6.img,509,58381,109527.496964307,749621352.445744,"104.2462443251429,14.751644038514664,104.49621865309737,15.00162950508588",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A58381&bbox=104.2462443251429,14.751644038514664,104.49621865309737,15.00162950508588"
508,509,5938-IV,12,Amphoe Non Khun,อําเภอโนนคูณ,3-RTSD,2528,ND48-6,5938iv.img,ND48-6.img,510,59384,109570.730965684,750213266.837592,"104.49621429771952,14.751648108423568,104.74618873765047,15.001633674377464",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A59384&bbox=104.49621429771952,14.751648108423568,104.74618873765047,15.001633674377464"
509,510,5938-I,12,Ban Nong Yao,บ้านหนองยาว,3-RTSD,2528,ND48-6,5938i.img,ND48-6.img,511,59381,109615.95900757,750832731.540777,"104.74618434850962,14.751652210029691,104.99615890096834,15.001637876304237",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A59381&bbox=104.74618434850962,14.751652210029691,104.99615890096834,15.001637876304237"
510,511,6038-IV,12,Amphoe Det Udom,อําเภอเดชอุดม,3-RTSD,2528,ND48-7,6038iv.img,ND48-7.img,512,60384,109663.185297543,751479838.079083,"104.99615447846293,14.751656343426887,105.24612914530623,15.001642109181967",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A60384&bbox=104.99615447846293,14.751656343426887,105.24612914530623,15.001642109181967"
511,512,6038-I,12,Amphoe Buntharik,อําเภอบุณฑริก,4-RTSD,2528,ND48-7,6038i.img,ND48-7.img,513,60381,109712.413609783,752154673.612249,"105.24612468990433,14.751660506844743,105.49609947308333,15.001646372678488",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A60381&bbox=105.24612468990433,14.751660506844743,105.49609947308333,15.001646372678488"
512,513,6138-IV,12,Chong Phran Kratai,ช่องพรานกระต่าย,2-RTSD,2528,ND48-7,6138iv.img,ND48-7.img,514,61384,109763.648528162,752857338.000768,"105.4960949844682,14.75166470194937,105.74606988636275,15.001650667586224",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A61384&bbox=105.4960949844682,14.75166470194937,105.74606988636275,15.001650667586224"
513,514,4638-II,11,Ban E Tong,บ้านอีต่อง,1-RTSD,2512,ND47-6,4638ii.img,ND47-6.img,515,46382,109141.303397176,744356178.083359,"98.24698890915609,14.501576283638398,98.49696078726436,14.751559507896879",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A46382&bbox=98.24698890915609,14.501576283638398,98.49696078726436,14.751559507896879"
514,515,4738-III,11,Amphoe Thong Pha Phum,อําเภอทองผาภูมิ,1-RTSD,2512,ND47-6,4738iii.img,ND47-6.img,516,47383,109137.388656844,744302781.259796,"98.4969573468979,14.50157950162209,98.74692931918828,14.751562814731916",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47383&bbox=98.4969573468979,14.50157950162209,98.74692931918828,14.751562814731916"
515,516,4738-II,11,Ban Lin Thin,บ้านลินถิ่น,1-RTSD,2512,ND47-6,4738ii.img,ND47-6.img,517,47382,109135.431053454,744276080.320868,"98.74692584348507,14.501582753131492,98.99689790873789,14.751566154829327",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47382&bbox=98.74692584348507,14.501582753131492,98.99689790873789,14.751566154829327"
516,517,4838-III,11,Amphoe Si Sawat,อําเภอศรีสวัสดิ์,1-RTSD,2512,ND47-7,4838iii.img,ND47-7.img,518,48383,109135.431053233,744276080.317889,"98.99689439768291,14.5015860383808,99.24686655768114,14.751569529277724",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48383&bbox=98.99689439768291,14.5015860383808,99.24686655768114,14.751569529277724"
517,518,4838-II,11,Ban Nong Pru,บ้านหนองปรือ,1-RTSD,2512,ND47-7,4838ii.img,ND47-7.img,519,48382,109137.388356404,744302777.105828,"99.24686301133998,14.501589356498702,99.49683526685686,14.751572936867062",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48382&bbox=99.24686301133998,14.501589356498702,99.49683526685686,14.751572936867062"
518,519,4938-III,11,Ban Krab,บ้านกรับ,1-RTSD,2512,ND47-7,4938iii.img,ND47-7.img,520,49383,109141.303096956,744356173.932218,"99.49683168444567,14.501592708235133,99.74680403586729,14.75157637951281",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49383&bbox=99.49683168444567,14.501592708235133,99.74680403586729,14.75157637951281"
519,520,4938-II,11,Ban Nong Chok,บ้านหนองจอก,1-RTSD,2512,ND47-7,4938ii.img,ND47-7.img,521,49382,109147.17584022,744436281.400295,"99.74680041762018,14.50159609325246,99.9967728655523,14.751579855013553",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49382&bbox=99.74680041762018,14.50159609325246,99.9967728655523,14.751579855013553"
520,521,5038-III,11,Amphoe Si Prachan,อําเภอศรีประจันต์,1-RTSD,2512,ND47-7,5038iii.img,ND47-7.img,522,50383,109155.006887672,744543107.971259,"99.99676921179673,14.501599511018135,100.24674175676293,14.751583364271115",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50383&bbox=99.99676921179673,14.501599511018135,100.24674175676293,14.751583364271115"
521,522,5038-II,11,Changwat Ang Thong,จังหวัดอ่างทอง,1-RTSD,2512,ND47-7,5038ii.img,ND47-7.img,523,50382,109164.796771522,744676666.583779,"100.2467380679364,14.501602962600357,100.49671070911013,14.751586907664308",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50382&bbox=100.2467380679364,14.501602962600357,100.49671070911013,14.751586907664308"
522,523,5138-III,11,Amphoe Tha Rua,อําเภอท่าเรือ,1-RTSD,2512,ND47-8,5138iii.img,ND47-8.img,524,51383,109176.546759698,744836981.820453,"100.49670698578926,14.5016064470423,100.74667972531272,14.751590484110482",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51383&bbox=100.49670698578926,14.5016064470423,100.74667972531272,14.751590484110482"
523,524,5138-II,11,Changwat Saraburi,จังหวัดสระบุรี,1-RTSD,2512,ND47-8,5138ii.img,ND47-8.img,525,51382,109190.257552447,745024071.784915,"100.74667596636786,14.501609964930081,100.99664880437106,14.751594094657122",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51382&bbox=100.74667596636786,14.501609964930081,100.99664880437106,14.751594094657122"
524,525,5238-III,11,Amphoe Kaeng Khoi,อําเภอแก่งคอย,2-RTSD,2520,ND47-8,5238iii.img,ND47-8.img,526,52383,109205.930283701,745237962.052077,"100.99664501073931,14.50161351479123,101.24661794686806,14.751597737942094",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52383&bbox=100.99664501073931,14.50161351479123,101.24661794686806,14.751597737942094"
525,526,5238-II,11,Amphoe Pak Chong,อําเภอปากช่อง,1-RTSD,2512,ND47-8,5238ii.img,ND47-8.img,527,52382,109223.566320665,745478682.83331,"101.2466141187589,14.501617098454279,101.49658715366954,14.751601414663925",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52382&bbox=101.2466141187589,14.501617098454279,101.49658715366954,14.751601414663925"
526,527,5338-III,11,Ban Sap Noi,บ้านซับน้อย,1-RTSD,2512,ND47-8,5338iii.img,ND47-8.img,528,53383,109243.167569515,745746273.177694,"101.4965832906614,14.501620713786794,101.74655642661979,14.751605124807666",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53383&bbox=101.4965832906614,14.501620713786794,101.74655642661979,14.751605124807666"
527,528,5338-II,11,Ban Su Khang,บ้านสุขัง,2-RTSD,2523,ND47-8,5338ii.img,ND47-8.img,529,53382,109264.734962036,746040760.142955,"101.74655252859036,14.501624362775894,101.9965257644495,14.751608868554204",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53382&bbox=101.74655252859036,14.501624362775894,101.9965257644495,14.751608868554204"
528,529,5438-III,11,Amphoe Pak Thong Chai,อําเภอปักธงชัย,2-RTSD,2523,ND48-5,5438iii.img,ND48-5.img,530,54383,109288.270867394,746362192.065619,"101.99652183166052,14.501628044299562,102.24649516807666,14.751612645266833",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A54383&bbox=101.99652183166052,14.501628044299562,102.24649516807666,14.751612645266833"
529,530,5438-II,11,Amphoe Khonburi,อําเภอครบุรี,2-RTSD,2527,ND48-5,5438ii.img,ND48-5.img,531,54382,109313.777190193,746710612.356562,"102.24649120120924,14.50163175853478,102.49646463934606,14.75161645437139",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A54382&bbox=102.24649120120924,14.50163175853478,102.49646463934606,14.75161645437139"
530,531,5538-III,11,Amphoe Nong Ki,อําเภอหนองกี่,2-RTSD,2527,ND48-5,5538iii.img,ND48-5.img,532,55383,109341.256173799,747086070.484551,"102.49646063771598,14.501635505100309,102.74643417887654,14.751620297076961",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A55383&bbox=102.49646063771598,14.501635505100309,102.74643417887654,14.751620297076961"
531,532,5538-II,11,Amphoe Nang Rong,อําเภอนางรอง,2-RTSD,2527,ND48-5,5538ii.img,ND48-5.img,533,55382,109370.710086917,747488617.751993,"102.74643014238237,14.501639283926641,102.9964037866783,14.751624172714875",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A55382&bbox=102.74643014238237,14.501639283926641,102.9964037866783,14.751624172714875"
532,533,5638-III,11,Amphoe Prakhon Chai,อําเภอประโคนชัย,3-RTSD,2527,ND48-5,5638iii.img,ND48-5.img,534,56383,109402.141438451,747918310.313012,"102.99639971584192,14.50164309518385,103.24637346369326,14.751628081364386",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A56383&bbox=102.99639971584192,14.50164309518385,103.24637346369326,14.751628081364386"
533,534,5638-II,11,Amphoe Prasat,อําเภอปราสาท,3-RTSD,2527,ND48-5,5638ii.img,ND48-5.img,535,56382,109435.552968042,748375208.943718,"103.24636935882143,14.501646939183797,103.49634321144484,14.751632021975691",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A56382&bbox=103.24636935882143,14.501646939183797,103.49634321144484,14.751632021975691"
534,535,5738-III,11,King Amphoe Lamduan,กิ่งอําเภอลําดวน,3-RTSD,2527,ND48-6,5738iii.img,ND48-6.img,536,57383,109470.947461048,748859376.567093,"103.49633907179977,14.501650814500076,103.74631302995941,14.751635994960552",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A57383&bbox=103.49633907179977,14.501650814500076,103.74631302995941,14.751635994960552"
535,536,5738-II,11,Amphoe Sangkhla,อําเภอสังขะ,3-RTSD,2527,ND48-6,5738ii.img,ND48-6.img,537,57382,109508.328224434,749370884.74202,"103.74630885660338,14.50165472243353,103.9962829210456,14.75164000123953",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A57382&bbox=103.74630885660338,14.50165472243353,103.9962829210456,14.75164000123953"
